Unnamed: 0,participant,correct_resp,resp,stim_interval,rt,vivid_report,correct,participant_hr,stim_hr,resp_hr,dur_hr,viv_hr
168,g,1.0,1.0,0.075,1.508526958001312,3.0,1.0,0.54,0.7614678899082569,0.5684931506849316,0.7272727272727273,0.6666666666666666
169,g,2.0,1.0,0.225,1.5700000829529015,4.0,0.0,0.54,0.5333333333333333,0.5684931506849316,0.5,0.7647058823529411
170,g,1.0,1.0,0.45,1.6115584580111315,2.0,1.0,0.54,0.7614678899082569,0.5684931506849316,0.6666666666666666,0.5421686746987951
171,g,2.0,1.0,0.025,1.7709379159496166,3.0,0.0,0.54,0.5333333333333333,0.5684931506849316,0.5454545454545454,0.6666666666666666
172,g,2.0,1.0,0.1,4.217750333016738,3.0,0.0,0.54,0.5333333333333333,0.5684931506849316,0.5384615384615384,0.6666666666666666
173,g,2.0,2.0,0.35,2.0652476659743115,3.0,1.0,0.54,0.5333333333333333,0.7346938775510204,0.875,0.6666666666666666
174,g,1.0,1.0,0.075,6.277132874995004,3.0,1.0,0.54,0.7614678899082569,0.5684931506849316,0.7272727272727273,0.6666666666666666
175,g,1.0,2.0,0.275,1.2955150829511697,3.0,0.0,0.54,0.7614678899082569,0.7346938775510204,0.5454545454545454,0.6666666666666666
176,g,2.0,2.0,0.5,2.319297624984756,3.0,1.0,0.54,0.5333333333333333,0.7346938775510204,0.8333333333333334,0.6666666666666666
177,g,2.0,2.0,0.075,2.24410833301954,3.0,1.0,0.54,0.5333333333333333,0.7346938775510204,0.7272727272727273,0.6666666666666666
178,g,2.0,1.0,0.075,9.218708457949106,1.0,0.0,0.54,0.5333333333333333,0.5684931506849316,0.7272727272727273,0.4117647058823529
179,g,1.0,1.0,0.05,3.0995190830435604,3.0,1.0,0.54,0.7614678899082569,0.5684931506849316,0.5789473684210527,0.6666666666666666
180,g,2.0,2.0,0.25,0.7838037079782225,3.0,1.0,0.54,0.5333333333333333,0.7346938775510204,0.7333333333333333,0.6666666666666666
181,g,1.0,1.0,0.5,2.2755047499667853,4.0,1.0,0.54,0.7614678899082569,0.5684931506849316,0.8333333333333334,0.7647058823529411
